Hours working per day,Logical quotient rating,hackathons,coding skills rating,public speaking points,can work long time before system?,self-learning capability?,Extra-courses did,certifications,workshops,talenttests taken?,olympiads,reading and writing skills,memory capability score,Interested subjects,interested career area,Job/Higher Studies?,Type of company want to settle in?,Taken inputs from seniors or elders,interested in games,Interested Type of Books,Salary Range Expected,In a Realtionship?,Gentle or Tuff behaviour?,Management or Technical,Salary/work,hard/smart worker,worked in teams ever?,Introvert,Suggested Job Role
12,4,5,6,4,no,no,yes,r programming,game development,yes,no,poor,excellent,cloud computing,system developer,higherstudies,Finance,yes,no,Horror,Work,no,gentle,Management,work,hard worker,yes,no,Analytics
10,3,6,6,8,no,yes,yes,python,game development,no,yes,poor,medium,cloud computing,developer,higherstudies,product development,no,no,Horror,salary,no,gentle,Management,salary,smart worker,yes,yes,Information Technology
9,4,2,2,7,no,yes,yes,hadoop,hacking,yes,no,medium,medium,Management,cloud computing,job,SAaS services,no,yes,Math,Work,no,gentle,Management,salary,hard worker,no,no,Networking
12,5,4,4,7,yes,yes,no,r programming,web technologies,yes,no,poor,excellent,programming,developer,higherstudies,Finance,no,yes,Guide,Work,yes,gentle,Technical,work,smart worker,yes,no,Information Technology
6,4,3,2,4,yes,no,yes,hadoop,game development,yes,yes,medium,excellent,hacking,system developer,job,Web Services,yes,no,Health,Work,no,stubborn,Management,work,hard worker,no,no,Computer Science
10,5,6,9,8,yes,no,no,information security,testing,no,no,medium,medium,Management,testing,job,BPA,no,yes,Travel,salary,no,stubborn,Technical,salary,smart worker,yes,no,Computer Science
8,4,3,5,9,no,yes,no,python,system designing,yes,no,excellent,poor,IOT,developer,higherstudies,BPA,yes,yes,Science,salary,yes,gentle,Management,work,hard worker,yes,yes,Database
8,2,5,5,8,yes,no,no,machine learning,web technologies,yes,no,excellent,excellent,Computer Scienceing,cloud computing,job,Finance,yes,no,Diaries,salary,no,gentle,Management,salary,hard worker,no,no,Analytics
10,4,1,7,6,yes,yes,yes,distro making,data science,yes,yes,medium,medium,cloud computing,developer,higherstudies,Sales and Marketing,no,yes,Autobiographies,Work,yes,gentle,Technical,salary,smart worker,yes,no,Computer Science
11,6,2,4,5,no,yes,no,hadoop,data science,no,no,medium,poor,Management,Business process analyst,higherstudies,Finance,yes,no,Encyclopedias,salary,yes,stubborn,Management,salary,hard worker,no,yes,Information Technology
12,9,6,9,1,yes,no,yes,app development,testing,yes,no,medium,medium,Management,security,job,SAaS services,yes,no,Horror,Work,no,stubborn,Management,work,smart worker,no,yes,Computer Science
5,2,2,8,9,yes,yes,yes,python,cloud computing,no,yes,excellent,poor,hacking,system developer,job,Service Based,no,no,Diaries,Work,yes,stubborn,Management,work,smart worker,no,no,Database
10,2,6,3,5,yes,yes,no,distro making,game development,yes,no,medium,medium,Management,developer,higherstudies,Service Based,no,yes,Art,salary,no,gentle,Management,salary,hard worker,yes,yes,Analytics
6,8,1,7,9,yes,yes,yes,python,hacking,yes,no,excellent,poor,hacking,developer,higherstudies,Testing and Maintainance Services,yes,no,Biographies,Work,yes,stubborn,Technical,salary,smart worker,yes,no,Computer Science
9,1,6,1,7,no,yes,no,python,data science,no,yes,medium,poor,programming,security,higherstudies,SAaS services,no,no,Cookbooks,salary,no,stubborn,Management,work,smart worker,no,yes,Database
6,7,2,1,3,no,yes,yes,r programming,testing,yes,no,excellent,excellent,hacking,testing,higherstudies,Web Services,yes,yes,Science fiction,salary,yes,gentle,Technical,work,smart worker,yes,yes,Computer Science
5,9,2,6,9,yes,yes,no,full stack,database security,no,no,poor,poor,IOT,security,higherstudies,Testing and Maintainance Services,yes,no,Fantasy,salary,yes,gentle,Management,salary,smart worker,yes,yes,Management
5,2,5,2,7,yes,yes,yes,app development,cloud computing,yes,no,poor,excellent,Computer Architecture,developer,job,Sales and Marketing,yes,yes,Encyclopedias,salary,no,gentle,Technical,salary,hard worker,yes,yes,Analytics
11,2,0,4,9,yes,no,no,distro making,testing,no,no,medium,poor,Management,system developer,higherstudies,Product based,yes,yes,Prayer books,salary,no,stubborn,Technical,work,smart worker,no,no,Analytics
11,4,0,3,4,yes,yes,no,python,data science,no,yes,poor,medium,hacking,Business process analyst,higherstudies,Product based,yes,yes,Guide,salary,no,stubborn,Technical,work,smart worker,no,yes,Computer Science
8,3,4,4,3,no,no,no,app development,web technologies,no,yes,excellent,poor,Computer Scienceing,system developer,job,SAaS services,no,no,Guide,salary,no,gentle,Management,salary,hard worker,yes,yes,Networking
7,4,0,7,7,yes,yes,yes,r programming,hacking,no,no,excellent,excellent,parallel computing,developer,higherstudies,Sales and Marketing,yes,no,Fantasy,Work,no,stubborn,Management,salary,hard worker,yes,no,Computer Science
5,6,2,2,7,yes,no,no,r programming,cloud computing,yes,no,medium,excellent,networks,Business process analyst,higherstudies,product development,no,no,Travel,Work,no,stubborn,Technical,salary,hard worker,no,no,Information Technology
8,4,5,9,8,no,yes,yes,app development,cloud computing,yes,yes,excellent,poor,parallel computing,testing,higherstudies,Finance,yes,yes,Romance,salary,no,stubborn,Management,salary,hard worker,yes,no,Analytics
4,5,5,2,6,yes,no,no,hadoop,database security,no,no,poor,poor,Management,security,higherstudies,Service Based,yes,yes,Cookbooks,Work,no,stubborn,Technical,salary,smart worker,no,no,Networking
7,6,3,5,5,no,yes,no,information security,game development,yes,no,medium,excellent,programming,cloud computing,higherstudies,BPA,yes,no,Childrens,salary,yes,gentle,Technical,work,smart worker,no,yes,Computer Science
7,9,3,7,1,yes,no,yes,machine learning,testing,no,no,poor,poor,Management,developer,job,product development,no,yes,Health,salary,yes,gentle,Management,salary,smart worker,yes,no,Networking
4,3,3,5,1,no,no,no,machine learning,hacking,no,yes,poor,medium,Computer Scienceing,system developer,job,Service Based,no,no,Anthology,Work,yes,gentle,Management,work,smart worker,no,yes,Management
10,5,0,7,8,no,yes,no,app development,database security,no,yes,excellent,medium,data engineering,testing,job,SAaS services,no,no,Horror,Work,yes,gentle,Management,salary,hard worker,no,yes,Networking
9,1,0,3,2,no,no,yes,r programming,system designing,yes,no,poor,medium,IOT,security,higherstudies,SAaS services,yes,no,Biographies,salary,no,gentle,Technical,salary,smart worker,no,yes,Information Technology
5,9,6,5,3,yes,no,no,python,data science,no,no,medium,medium,Computer Scienceing,cloud computing,higherstudies,product development,no,yes,Childrens,Work,no,stubborn,Technical,salary,smart worker,no,yes,Information Technology
10,4,2,4,3,no,no,no,full stack,data science,no,no,medium,excellent,Computer Architecture,cloud computing,higherstudies,Finance,no,yes,Cookbooks,salary,no,gentle,Management,work,smart worker,no,yes,Analytics
5,9,2,6,1,no,no,yes,information security,system designing,no,no,excellent,poor,cloud computing,Business process analyst,higherstudies,Product based,yes,yes,Self help,Work,yes,stubborn,Management,work,smart worker,no,yes,Computer Science
5,7,4,8,9,yes,yes,no,r programming,web technologies,no,no,medium,excellent,programming,cloud computing,job,Web Services,no,yes,Mystery,salary,yes,stubborn,Technical,salary,hard worker,no,no,Computer Science
11,6,2,8,8,no,yes,no,shell programming,cloud computing,no,yes,excellent,excellent,parallel computing,cloud computing,job,product development,no,yes,Trilogy,salary,yes,gentle,Technical,work,smart worker,yes,yes,Analytics
7,2,1,6,1,yes,yes,no,information security,cloud computing,yes,no,medium,poor,Computer Scienceing,testing,job,BPA,no,no,Journals,salary,yes,stubborn,Technical,work,smart worker,yes,no,Networking
9,4,5,4,4,no,no,no,distro making,web technologies,yes,yes,excellent,poor,networks,testing,higherstudies,Cloud Services,yes,no,Science fiction,salary,no,gentle,Technical,work,hard worker,no,yes,Computer Science
10,1,2,2,2,no,yes,no,r programming,database security,no,no,excellent,medium,networks,testing,job,product development,yes,yes,Health,salary,yes,gentle,Management,work,smart worker,no,no,Database
6,2,6,1,9,no,no,no,shell programming,testing,yes,yes,medium,medium,cloud computing,Business process analyst,higherstudies,Testing and Maintainance Services,no,no,Childrens,Work,yes,gentle,Management,work,hard worker,no,no,Networking
7,5,3,8,5,no,yes,no,shell programming,data science,yes,no,excellent,excellent,IOT,security,job,BPA,yes,yes,Autobiographies,salary,yes,stubborn,Technical,salary,hard worker,no,yes,Database
11,5,6,8,8,yes,yes,no,app development,hacking,no,no,medium,poor,programming,security,higherstudies,Cloud Services,yes,yes,Guide,salary,no,gentle,Management,work,hard worker,no,no,Networking
11,5,1,5,6,yes,yes,yes,r programming,hacking,yes,no,poor,medium,cloud computing,system developer,higherstudies,product development,no,yes,Health,salary,no,stubborn,Technical,work,hard worker,no,yes,Computer Science
4,3,6,5,5,yes,no,no,machine learning,hacking,no,no,poor,excellent,IOT,system developer,higherstudies,Cloud Services,yes,no,Trilogy,Work,yes,stubborn,Technical,salary,hard worker,yes,no,Computer Science
10,8,3,7,3,no,no,no,r programming,game development,yes,yes,excellent,poor,Computer Scienceing,security,higherstudies,SAaS services,no,yes,Childrens,Work,yes,stubborn,Technical,salary,smart worker,no,yes,Database
10,9,6,4,6,yes,yes,yes,information security,database security,yes,yes,excellent,excellent,cloud computing,developer,higherstudies,BPA,yes,no,Dictionaries,salary,yes,gentle,Management,work,smart worker,no,yes,Computer Science
6,5,3,6,7,no,yes,yes,python,cloud computing,no,no,poor,poor,Management,testing,job,BPA,yes,no,Romance,Work,no,stubborn,Technical,work,hard worker,no,no,Networking
10,9,6,4,2,yes,yes,no,python,cloud computing,yes,no,excellent,medium,networks,security,job,Finance,yes,yes,Mystery,salary,no,stubborn,Technical,work,hard worker,no,yes,Computer Science
9,4,4,3,5,no,yes,no,r programming,web technologies,yes,yes,poor,excellent,parallel computing,developer,higherstudies,Web Services,yes,no,Drama,salary,no,stubborn,Management,work,hard worker,no,yes,Database
12,4,3,8,9,no,yes,yes,machine learning,hacking,no,yes,excellent,medium,hacking,system developer,higherstudies,Cloud Services,no,yes,Horror,salary,yes,stubborn,Management,salary,smart worker,yes,yes,Database
9,6,0,1,2,yes,yes,no,hadoop,database security,no,no,excellent,excellent,programming,developer,job,Finance,no,yes,Guide,Work,yes,gentle,Technical,salary,hard worker,no,no,Analytics
5,7,6,8,4,yes,yes,yes,app development,hacking,yes,yes,medium,poor,data engineering,developer,higherstudies,Web Services,no,yes,Series,salary,yes,gentle,Technical,work,hard worker,no,yes,Computer Science
12,9,0,2,9,no,yes,no,distro making,web technologies,no,yes,medium,poor,programming,Business process analyst,job,Web Services,no,yes,Self help,Work,yes,stubborn,Management,work,hard worker,yes,no,Information Technology
10,4,4,8,2,no,no,yes,python,web technologies,no,yes,medium,poor,Computer Scienceing,cloud computing,higherstudies,Cloud Services,yes,yes,Encyclopedias,Work,no,stubborn,Management,salary,smart worker,yes,no,Management
4,3,2,4,4,yes,yes,yes,machine learning,web technologies,yes,yes,medium,excellent,Computer Architecture,developer,higherstudies,Product based,yes,yes,Fantasy,salary,yes,gentle,Management,work,hard worker,no,yes,Networking
10,1,0,2,8,yes,no,yes,hadoop,web technologies,no,no,excellent,medium,networks,developer,job,Sales and Marketing,no,yes,Religion-Spirituality,Work,yes,gentle,Management,work,smart worker,yes,no,Computer Science
7,2,1,3,8,yes,yes,yes,machine learning,cloud computing,no,no,poor,medium,IOT,system developer,job,Testing and Maintainance Services,no,no,Travel,salary,yes,stubborn,Management,salary,hard worker,no,yes,Analytics
5,4,0,6,4,no,yes,yes,full stack,cloud computing,yes,no,excellent,poor,Computer Scienceing,Business process analyst,higherstudies,Product based,yes,yes,Math,salary,no,gentle,Management,work,hard worker,yes,no,Computer Science
11,4,4,5,2,no,no,yes,machine learning,web technologies,yes,no,excellent,medium,Management,developer,higherstudies,Product based,no,no,Guide,salary,no,gentle,Technical,work,smart worker,no,yes,Computer Science
6,2,4,7,7,no,yes,yes,distro making,database security,no,no,poor,medium,IOT,system developer,higherstudies,Web Services,no,no,Romance,salary,no,stubborn,Management,salary,hard worker,no,yes,Computer Science
11,7,2,3,2,no,no,yes,machine learning,game development,no,no,medium,medium,programming,system developer,higherstudies,Service Based,no,no,Romance,salary,yes,gentle,Management,work,smart worker,yes,yes,Networking
7,3,2,4,2,yes,yes,no,distro making,testing,no,no,poor,poor,Management,security,job,Web Services,no,yes,Mystery,salary,yes,gentle,Technical,work,hard worker,no,no,Information Technology
9,5,2,3,5,yes,no,yes,full stack,web technologies,no,yes,poor,poor,hacking,system developer,job,SAaS services,no,no,Action and Adventure,Work,yes,gentle,Management,salary,hard worker,no,yes,Analytics
8,1,1,9,6,no,no,no,machine learning,cloud computing,no,no,poor,medium,parallel computing,developer,higherstudies,Cloud Services,no,yes,Prayer books,salary,yes,gentle,Technical,salary,smart worker,no,yes,Design
12,2,2,9,4,yes,yes,yes,app development,data science,no,yes,medium,poor,parallel computing,testing,job,Service Based,yes,no,Self help,Work,no,gentle,Technical,work,hard worker,no,yes,Computer Science
6,5,3,3,9,no,yes,no,python,web technologies,yes,yes,medium,excellent,parallel computing,developer,higherstudies,Cloud Services,yes,no,Series,Work,yes,gentle,Management,work,smart worker,yes,yes,Networking
11,1,4,1,2,no,no,yes,python,database security,yes,no,poor,poor,IOT,cloud computing,job,Testing and Maintainance Services,yes,yes,Poetry,salary,yes,stubborn,Management,work,smart worker,yes,yes,Information Technology
10,1,5,9,2,yes,yes,yes,distro making,data science,yes,no,medium,medium,IOT,Business process analyst,job,Service Based,no,yes,Religion-Spirituality,salary,yes,stubborn,Technical,salary,hard worker,no,yes,Networking
8,2,1,9,9,yes,no,yes,full stack,testing,yes,yes,poor,medium,networks,testing,job,Cloud Services,no,no,Encyclopedias,salary,yes,stubborn,Management,work,smart worker,yes,yes,Database
6,6,3,4,3,yes,yes,no,full stack,database security,no,yes,excellent,medium,Computer Scienceing,security,job,SAaS services,yes,yes,Horror,salary,yes,stubborn,Management,salary,smart worker,no,no,Analytics
12,2,0,9,8,no,no,no,information security,system designing,no,no,medium,medium,IOT,Business process analyst,job,SAaS services,yes,yes,Health,salary,no,gentle,Management,work,hard worker,no,yes,Networking
10,5,6,3,5,yes,no,no,full stack,database security,no,no,poor,medium,Management,system developer,job,Sales and Marketing,yes,no,Travel,salary,yes,gentle,Technical,salary,smart worker,yes,no,Information Technology
12,5,6,9,2,no,yes,yes,hadoop,testing,no,no,medium,excellent,cloud computing,Business process analyst,higherstudies,Testing and Maintainance Services,yes,yes,Journals,salary,no,stubborn,Management,salary,smart worker,yes,no,Computer Science
9,7,6,2,7,yes,no,yes,shell programming,system designing,yes,yes,medium,poor,programming,Business process analyst,higherstudies,Service Based,yes,no,Trilogy,Work,yes,stubborn,Technical,work,hard worker,yes,yes,Database
7,2,0,9,6,yes,no,no,machine learning,hacking,no,no,poor,medium,programming,cloud computing,higherstudies,Finance,yes,no,Autobiographies,Work,no,gentle,Technical,work,hard worker,yes,no,Computer Science
8,2,0,4,2,no,no,yes,shell programming,testing,no,no,poor,poor,Management,Business process analyst,higherstudies,SAaS services,no,no,Poetry,Work,yes,stubborn,Management,work,smart worker,yes,no,Computer Science
11,9,4,8,7,yes,no,no,distro making,system designing,yes,yes,poor,medium,Computer Architecture,Business process analyst,job,product development,no,no,Autobiographies,Work,yes,gentle,Technical,salary,hard worker,yes,no,Database
